treatment,pageviews,calls,reservations,business_id,restaurant_type
1,624,43,42,5426,chain
1,632,48,38,5427,chain
1,718,54,44,5428,chain
1,747,46,47,5429,chain
1,693,42,39,5430,chain
1,651,35,41,5431,chain
1,643,43,44,5432,chain
1,603,46,37,5433,chain
1,697,51,39,5434,chain
1,802,52,32,5435,chain
1,697,38,42,5436,chain
1,609,37,33,5437,chain
1,631,37,26,5438,chain
1,674,51,41,5439,chain
1,816,50,40,5440,chain
1,569,33,36,5441,chain
1,775,47,35,5442,chain
1,771,47,43,5443,chain
1,563,44,34,5444,chain
1,703,51,41,5445,chain
1,536,44,38,5446,chain
1,806,45,50,5447,chain
1,729,49,43,5448,chain
1,597,38,40,5449,chain
1,690,48,41,5450,chain
1,699,46,38,5451,chain
1,703,50,39,5452,chain
1,650,50,42,5453,chain
1,602,38,30,5454,chain
1,645,38,36,5455,chain
1,735,47,34,5456,chain
1,745,46,49,5457,chain
1,622,37,47,5458,chain
1,651,40,40,5459,chain
1,682,52,38,5460,chain
1,616,36,31,5461,chain
1,768,41,41,5462,chain
1,753,48,47,5463,chain
1,693,48,35,5464,chain
1,654,39,40,5465,chain
1,640,43,40,5466,chain
1,751,45,44,5467,chain
1,661,41,41,5468,chain
1,661,41,39,5469,chain
1,728,37,36,5470,chain
1,780,43,42,5471,chain
1,683,42,39,5472,chain
1,604,44,43,5473,chain
1,792,39,44,5474,chain
1,754,53,48,5475,chain
1,743,46,35,5476,chain
1,781,47,46,5477,chain
1,728,44,37,5478,chain
1,774,42,44,5479,chain
1,714,35,40,5480,chain
1,726,44,41,5481,chain
1,725,46,41,5482,chain
1,748,51,41,5483,chain
1,741,46,46,5484,chain
1,685,46,45,5485,chain
1,626,51,37,5486,chain
1,757,52,45,5487,chain
1,760,41,33,5488,chain
1,641,43,38,5489,chain
1,744,41,40,5490,chain
1,676,34,36,5491,chain
1,714,44,44,5492,chain
1,648,46,40,5493,chain
1,691,46,34,5494,chain
1,617,45,39,5495,chain
1,724,45,51,5496,chain
1,631,28,34,5497,chain
1,658,44,34,5498,chain
1,790,44,50,5499,chain
1,741,51,41,5500,chain
1,627,43,37,5501,chain
1,641,42,47,5502,chain
1,647,50,47,5503,chain
1,602,34,35,5504,chain
1,644,40,41,5505,chain
1,686,38,32,5506,chain
1,738,42,42,5507,chain
1,664,47,34,5508,chain
1,657,44,39,5509,chain
1,672,40,34,5510,chain
1,776,40,41,5511,chain
1,653,47,44,5512,chain
1,632,43,38,5513,chain
1,683,48,44,5514,chain
1,583,38,34,5515,chain
1,681,43,46,5516,chain
1,736,51,39,5517,chain
1,596,45,42,5518,chain
1,784,56,48,5519,chain
1,685,47,45,5520,chain
1,677,32,34,5521,chain
1,645,38,41,5522,chain
1,723,41,38,5523,chain
1,682,45,43,5524,chain
1,597,35,36,5525,chain
1,682,34,42,5526,chain
1,665,42,38,5527,chain
1,676,44,35,5528,chain
1,748,45,46,5529,chain
1,702,43,41,5530,chain
1,705,43,46,5531,chain
1,664,56,41,5532,chain
1,683,35,38,5533,chain
1,826,46,47,5534,chain
1,800,53,51,5535,chain
1,728,47,43,5536,chain
1,698,37,45,5537,chain
1,809,47,50,5538,chain
1,724,44,43,5539,chain
1,711,49,43,5540,chain
1,608,43,34,5541,chain
1,853,47,42,5542,chain
1,558,37,35,5543,chain
1,626,39,44,5544,chain
1,749,42,36,5545,chain
1,736,53,43,5546,chain
1,748,50,38,5547,chain
1,635,47,40,5548,chain
1,714,39,43,5549,chain
1,536,40,42,5550,chain
1,556,50,38,5551,chain
1,690,43,38,5552,chain
1,590,41,38,5553,chain
1,684,46,35,5554,chain
1,569,31,36,5555,chain
1,660,48,44,5556,chain
1,606,46,28,5557,chain
1,707,40,37,5558,chain
1,713,40,37,5559,chain
1,725,44,45,5560,chain
1,746,40,49,5561,chain
1,674,44,37,5562,chain
1,735,42,42,5563,chain
1,765,44,33,5564,chain
1,751,46,38,5565,chain
1,624,41,31,5566,chain
1,642,35,39,5567,chain
1,787,43,49,5568,chain
1,682,41,36,5569,chain
1,753,51,50,5570,chain
1,661,49,46,5571,chain
1,655,49,49,5572,chain
1,733,45,43,5573,chain
1,489,37,29,5574,chain
1,628,35,35,5575,chain
1,671,40,45,5576,chain
1,620,43,32,5577,chain
1,751,36,41,5578,chain
1,662,45,32,5579,chain
1,667,37,42,5580,chain
1,773,43,42,5581,chain
1,720,49,41,5582,chain
1,649,48,44,5583,chain
1,717,53,48,5584,chain
1,660,46,37,5585,chain
1,789,48,52,5586,chain
1,735,46,49,5587,chain
1,648,37,48,5588,chain
1,795,52,49,5589,chain
1,668,38,39,5590,chain
1,647,34,39,5591,chain
1,679,44,36,5592,chain
1,723,47,44,5593,chain
1,704,40,33,5594,chain
1,648,42,43,5595,chain
1,784,51,55,5596,chain
1,639,45,46,5597,chain
1,771,46,44,5598,chain
1,667,36,39,5599,chain
1,699,45,50,5600,chain
1,787,52,46,5601,chain
1,644,38,41,5602,chain
1,708,42,43,5603,chain
1,710,40,32,5604,chain
1,677,48,33,5605,chain
1,725,52,41,5606,chain
1,630,36,36,5607,chain
1,661,38,47,5608,chain
1,649,43,49,5609,chain
1,677,51,41,5610,chain
1,615,46,38,5611,chain
1,660,41,35,5612,chain
1,642,51,36,5613,chain
1,753,50,47,5614,chain
1,677,43,41,5615,chain
1,593,44,43,5616,chain
1,591,33,38,5617,chain
1,735,52,39,5618,chain
1,826,50,48,5619,chain
1,767,44,42,5620,chain
1,770,43,37,5621,chain
1,623,48,47,5622,chain
1,817,47,50,5623,chain
1,637,42,43,5624,chain
1,679,42,39,5625,chain
1,804,43,46,5626,chain
1,721,39,38,5627,chain
1,601,48,44,5628,chain
1,554,46,38,5629,chain
1,696,44,47,5630,chain
1,620,42,34,5631,chain
1,650,40,41,5632,chain
1,734,42,39,5633,chain
1,663,50,41,5634,chain
1,680,45,41,5635,chain
1,657,49,42,5636,chain
1,796,51,50,5637,chain
1,717,37,47,5638,chain
1,765,52,38,5639,chain
1,694,40,46,5640,chain
1,658,36,33,5641,chain
1,723,47,42,5642,chain
1,650,48,36,5643,chain
1,683,55,43,5644,chain
1,703,46,41,5645,chain
1,669,50,42,5646,chain
1,716,36,43,5647,chain
1,660,51,37,5648,chain
1,565,46,31,5649,chain
1,665,43,36,5650,chain
1,679,48,34,5651,chain
1,685,51,38,5652,chain
1,572,40,35,5653,chain
1,666,40,41,5654,chain
1,701,49,41,5655,chain
1,658,40,40,5656,chain
1,668,45,44,5657,chain
1,716,43,45,5658,chain
1,712,42,41,5659,chain
1,761,46,45,5660,chain
1,686,43,38,5661,chain
1,719,45,38,5662,chain
1,756,52,44,5663,chain
1,692,35,39,5664,chain
1,600,43,36,5665,chain
1,596,50,37,5666,chain
1,662,48,33,5667,chain
1,697,46,45,5668,chain
1,658,53,36,5669,chain
1,609,41,39,5670,chain
1,615,37,39,5671,chain
1,719,47,43,5672,chain
1,711,44,44,5673,chain
1,664,34,33,5674,chain
1,709,38,37,5675,chain
1,733,51,38,5676,chain
1,678,49,41,5677,chain
1,733,47,44,5678,chain
1,600,48,38,5679,chain
1,652,53,39,5680,chain
1,634,44,39,5681,chain
1,702,45,41,5682,chain
1,603,39,39,5683,chain
1,635,47,35,5684,chain
1,763,48,42,5685,chain
1,646,38,38,5686,chain
1,659,44,34,5687,chain
1,673,42,44,5688,chain
1,675,50,37,5689,chain
1,551,42,38,5690,chain
1,607,45,41,5691,chain
1,680,44,33,5692,chain
1,630,51,41,5693,chain
1,614,48,45,5694,chain
1,690,50,42,5695,chain
1,752,47,41,5696,chain
1,659,47,36,5697,chain
1,792,43,40,5698,chain
1,707,39,39,5699,chain
1,654,40,39,5700,chain
1,737,40,44,5701,chain
1,756,35,42,5702,chain
1,757,49,40,5703,chain
1,628,46,32,5704,chain
1,704,55,46,5705,chain
1,817,52,42,5706,chain
1,729,50,43,5707,chain
1,679,39,44,5708,chain
1,748,44,47,5709,chain
1,514,31,30,5710,chain
1,648,43,39,5711,chain
1,693,36,45,5712,chain
1,770,42,33,5713,chain
1,705,44,45,5714,chain
1,712,47,36,5715,chain
1,618,39,33,5716,chain
1,532,33,32,5717,chain
1,609,47,38,5718,chain
1,607,41,39,5719,chain
1,675,43,36,5720,chain
1,736,33,35,5721,chain
1,769,46,43,5722,chain
1,624,40,37,5723,chain
1,583,43,37,5724,chain
1,685,43,38,5725,chain
1,669,29,43,5726,chain
1,628,42,38,5727,chain
1,624,43,38,5728,chain
1,618,38,33,5729,chain
1,692,44,38,5730,chain
1,781,50,40,5731,chain
1,635,36,23,5732,chain
1,671,50,27,5733,chain
1,773,49,50,5734,chain
1,665,41,41,5735,chain
1,725,45,53,5736,chain
1,681,46,31,5737,chain
1,615,44,39,5738,chain
1,671,42,43,5739,chain
1,678,30,41,5740,chain
1,681,46,40,5741,chain
1,594,46,41,5742,chain
1,700,49,40,5743,chain
1,803,55,49,5744,chain
1,776,44,48,5745,chain
1,712,38,43,5746,chain
1,639,36,36,5747,chain
1,708,39,37,5748,chain
1,637,38,41,5749,chain
1,668,44,43,5750,chain
1,638,47,41,5751,chain
1,689,43,40,5752,chain
1,738,49,37,5753,chain
1,625,40,37,5754,chain
1,663,43,40,5755,chain
1,704,56,44,5756,chain
1,670,47,38,5757,chain
1,619,37,46,5758,chain
1,593,36,35,5759,chain
1,793,46,44,5760,chain
1,671,50,48,5761,chain
1,738,53,45,5762,chain
1,750,48,52,5763,chain
1,522,40,39,5764,chain
1,634,34,41,5765,chain
1,616,40,34,5766,chain
1,790,45,46,5767,chain
1,746,41,38,5768,chain
1,634,45,39,5769,chain
1,737,39,39,5770,chain
1,670,38,39,5771,chain
1,763,49,48,5772,chain
1,734,55,35,5773,chain
1,787,35,38,5774,chain
1,792,42,41,5775,chain
1,707,52,42,5776,chain
1,751,49,46,5777,chain
1,682,51,37,5778,chain
1,658,39,37,5779,chain
1,732,52,47,5780,chain
1,751,43,44,5781,chain
1,757,52,47,5782,chain
1,731,50,44,5783,chain
1,656,41,35,5784,chain
1,665,47,34,5785,chain
1,649,47,41,5786,chain
1,649,45,38,5787,chain
1,691,45,40,5788,chain
1,658,47,33,5789,chain
1,734,39,41,5790,chain
1,563,39,37,5791,chain
1,635,45,38,5792,chain
1,774,46,43,5793,chain
1,687,45,36,5794,chain
1,551,43,30,5795,chain
1,655,47,37,5796,chain
1,688,49,42,5797,chain
1,745,53,41,5798,chain
1,800,46,42,5799,chain
1,758,39,44,5800,chain
1,638,37,31,5801,chain
1,559,26,36,5802,chain
1,709,48,37,5803,chain
1,655,49,35,5804,chain
1,583,42,39,5805,chain
1,673,41,37,5806,chain
1,679,44,39,5807,chain
1,637,49,44,5808,chain
1,628,45,31,5809,chain
1,760,52,38,5810,chain
1,699,44,39,5811,chain
1,688,46,41,5812,chain
1,730,46,37,5813,chain
1,677,47,42,5814,chain
1,734,48,44,5815,chain
1,683,39,36,5816,chain
1,642,40,41,5817,chain
1,694,42,52,5818,chain
1,735,42,40,5819,chain
1,731,39,43,5820,chain
1,645,48,35,5821,chain
1,602,52,46,5822,chain
1,827,49,53,5823,chain
1,688,51,48,5824,chain
1,727,45,40,5825,chain
1,677,54,43,5826,chain
1,705,46,39,5827,chain
1,636,52,38,5828,chain
1,593,37,41,5829,chain
1,570,48,39,5830,chain
1,678,51,34,5831,chain
1,887,36,48,5832,chain
1,790,56,38,5833,chain
1,701,47,41,5834,chain
1,679,46,44,5835,chain
1,654,35,34,5836,chain
1,677,49,37,5837,chain
1,817,50,52,5838,chain
1,718,58,39,5839,chain
1,731,47,41,5840,chain
1,736,48,35,5841,chain
1,704,38,51,5842,chain
1,759,46,42,5843,chain
1,659,45,35,5844,chain
1,729,42,38,5845,chain
1,722,48,49,5846,chain
1,610,46,35,5847,chain
1,601,41,34,5848,chain
1,618,49,43,5849,chain
1,659,41,43,5850,chain
1,715,41,42,5851,chain
1,694,43,37,5852,chain
1,678,45,43,5853,chain
1,689,40,33,5854,chain
1,687,46,36,5855,chain
1,691,49,47,5856,chain
1,662,43,25,5857,chain
1,653,35,36,5858,chain
1,713,44,41,5859,chain
1,753,56,44,5860,chain
1,713,50,44,5861,chain
1,608,43,35,5862,chain
1,692,36,36,5863,chain
1,711,46,37,5864,chain
1,693,39,44,5865,chain
1,760,43,50,5866,chain
1,743,46,39,5867,chain
1,588,37,34,5868,chain
1,627,42,41,5869,chain
1,649,40,42,5870,chain
1,772,48,46,5871,chain
1,697,47,45,5872,chain
1,713,41,42,5873,chain
1,729,47,39,5874,chain
1,680,45,41,5875,chain
1,662,39,39,5876,chain
1,729,44,36,5877,chain
1,775,43,44,5878,chain
1,714,42,40,5879,chain
1,711,42,53,5880,chain
1,706,43,39,5881,chain
1,756,49,50,5882,chain
1,703,41,36,5883,chain
1,626,46,32,5884,chain
1,640,46,31,5885,chain
1,610,41,41,5886,chain
1,715,45,36,5887,chain
1,685,43,46,5888,chain
1,708,46,40,5889,chain
1,822,44,45,5890,chain
1,684,45,45,5891,chain
1,820,50,34,5892,chain
1,659,50,37,5893,chain
1,567,38,35,5894,chain
1,659,35,40,5895,chain
1,606,39,42,5896,chain
1,675,41,39,5897,chain
1,604,37,36,5898,chain
1,685,44,36,5899,chain
1,677,46,42,5900,chain
1,644,38,44,5901,chain
1,714,32,41,5902,chain
1,558,38,37,5903,chain
1,633,40,47,5904,chain
1,642,36,35,5905,chain
1,762,51,48,5906,chain
1,667,38,26,5907,chain
1,784,43,47,5908,chain
1,654,46,37,5909,chain
1,655,49,41,5910,chain
1,609,44,36,5911,chain
1,701,41,37,5912,chain
1,565,41,37,5913,chain
1,640,44,36,5914,chain
1,645,43,42,5915,chain
1,712,51,37,5916,chain
1,798,47,36,5917,chain
1,725,54,39,5918,chain
1,595,35,36,5919,chain
1,716,38,34,5920,chain
1,761,44,37,5921,chain
1,655,43,33,5922,chain
1,685,45,42,5923,chain
1,644,45,37,5924,chain
1,736,44,44,5925,chain
1,718,47,47,5926,chain
1,650,49,39,5927,chain
1,522,36,34,5928,chain
1,691,48,43,5929,chain
1,679,44,39,5930,chain
1,693,36,48,5931,chain
1,703,49,39,5932,chain
1,682,49,44,5933,chain
1,691,47,33,5934,chain
1,689,43,35,5935,chain
1,717,34,43,5936,chain
1,693,44,45,5937,chain
1,588,43,39,5938,chain
1,753,43,41,5939,chain
1,557,41,39,5940,chain
1,727,49,40,5941,chain
1,687,37,40,5942,chain
1,641,47,33,5943,chain
1,691,35,36,5944,chain
1,669,48,40,5945,chain
1,669,45,34,5946,chain
1,667,39,35,5947,chain
1,714,49,36,5948,chain
1,629,41,40,5949,chain
1,794,49,41,5950,chain
1,697,38,44,5951,chain
1,771,53,42,5952,chain
1,569,38,37,5953,chain
1,719,44,37,5954,chain
1,641,47,53,5955,chain
1,580,42,37,5956,chain
1,757,50,44,5957,chain
1,784,52,47,5958,chain
1,562,29,25,5959,chain
1,651,41,48,5960,chain
1,797,49,52,5961,chain
1,572,43,41,5962,chain
1,726,45,45,5963,chain
1,739,43,50,5964,chain
1,648,50,32,5965,chain
1,750,47,40,5966,chain
1,786,47,45,5967,chain
1,665,43,38,5968,chain
1,665,49,49,5969,chain
1,686,51,44,5970,chain
1,760,41,47,5971,chain
1,644,37,40,5972,chain
1,730,42,47,5973,chain
1,654,46,40,5974,chain
1,606,30,32,5975,chain
1,695,51,47,5976,chain
1,704,41,45,5977,chain
1,637,43,48,5978,chain
1,668,53,40,5979,chain
1,603,38,38,5980,chain
1,766,40,37,5981,chain
1,757,40,46,5982,chain
1,623,39,37,5983,chain
1,737,45,49,5984,chain
1,755,42,43,5985,chain
1,727,43,35,5986,chain
1,663,35,46,5987,chain
1,749,51,43,5988,chain
1,659,45,41,5989,chain
1,858,49,48,5990,chain
1,697,46,46,5991,chain
1,684,42,36,5992,chain
1,782,46,49,5993,chain
1,642,45,43,5994,chain
1,699,36,37,5995,chain
1,674,41,37,5996,chain
1,615,47,36,5997,chain
1,632,41,35,5998,chain
1,675,45,43,5999,chain
1,769,46,43,6000,chain
1,738,45,38,6001,chain
1,685,47,47,6002,chain
1,759,51,30,6003,chain
1,685,46,46,6004,chain
1,729,48,36,6005,chain
1,744,48,43,6006,chain
1,682,43,30,6007,chain
1,648,37,34,6008,chain
1,731,50,42,6009,chain
1,736,53,44,6010,chain
1,612,40,37,6011,chain
1,778,33,42,6012,chain
1,672,44,46,6013,chain
1,698,44,49,6014,chain
1,735,45,40,6015,chain
1,805,56,50,6016,chain
1,637,41,38,6017,chain
1,603,35,42,6018,chain
1,757,48,40,6019,chain
1,717,45,42,6020,chain
1,716,47,40,6021,chain
1,715,44,38,6022,chain
1,719,49,37,6023,chain
1,675,36,38,6024,chain
1,648,44,41,6025,chain
1,685,50,44,6026,chain
1,788,46,39,6027,chain
1,627,44,38,6028,chain
1,646,37,34,6029,chain
1,717,43,44,6030,chain
1,774,41,37,6031,chain
1,669,48,43,6032,chain
1,680,43,47,6033,chain
1,817,38,51,6034,chain
1,692,42,44,6035,chain
1,646,45,40,6036,chain
1,667,39,29,6037,chain
1,688,49,41,6038,chain
1,645,45,34,6039,chain
1,660,37,33,6040,chain
1,693,48,40,6041,chain
1,715,37,40,6042,chain
1,686,52,42,6043,chain
1,703,45,42,6044,chain
1,642,37,41,6045,chain
1,702,45,41,6046,chain
1,604,44,33,6047,chain
1,692,35,47,6048,chain
1,694,42,36,6049,chain
1,710,51,45,6050,chain
1,690,43,49,6051,chain
1,736,49,46,6052,chain
1,706,52,43,6053,chain
1,753,53,48,6054,chain
1,726,47,43,6055,chain
1,694,50,34,6056,chain
1,710,40,35,6057,chain
1,763,37,39,6058,chain
1,745,48,29,6059,chain
1,567,32,41,6060,chain
1,731,47,37,6061,chain
1,700,40,38,6062,chain
1,662,45,39,6063,chain
1,659,39,35,6064,chain
1,674,47,41,6065,chain
1,625,43,33,6066,chain
1,764,44,42,6067,chain
1,684,45,38,6068,chain
1,623,41,30,6069,chain
1,684,47,29,6070,chain
1,674,43,41,6071,chain
1,699,47,33,6072,chain
1,758,45,48,6073,chain
1,847,58,43,6074,chain
1,649,47,44,6075,chain
1,771,46,43,6076,chain
1,674,39,43,6077,chain
1,759,46,41,6078,chain
1,773,46,39,6079,chain
1,622,43,35,6080,chain
1,701,41,49,6081,chain
1,743,51,43,6082,chain
1,640,44,45,6083,chain
1,699,40,41,6084,chain
1,764,39,45,6085,chain
1,725,51,38,6086,chain
1,568,37,36,6087,chain
1,624,42,29,6088,chain
1,576,42,31,6089,chain
1,683,58,45,6090,chain
1,610,45,43,6091,chain
1,653,51,35,6092,chain
1,733,53,40,6093,chain
1,726,49,39,6094,chain
1,732,49,51,6095,chain
1,809,48,45,6096,chain
1,697,48,43,6097,chain
1,813,44,50,6098,chain
1,692,46,45,6099,chain
1,632,47,39,6100,chain
1,755,37,44,6101,chain
1,766,40,51,6102,chain
1,583,35,29,6103,chain
1,711,46,43,6104,chain
1,729,44,47,6105,chain
1,715,50,42,6106,chain
1,629,47,39,6107,chain
1,712,45,33,6108,chain
1,762,43,43,6109,chain
1,696,49,42,6110,chain
1,706,46,37,6111,chain
1,694,44,38,6112,chain
1,692,43,45,6113,chain
1,671,37,40,6114,chain
1,682,39,44,6115,chain
1,612,42,42,6116,chain
1,734,50,39,6117,chain
1,659,48,38,6118,chain
1,718,47,37,6119,chain
1,662,37,40,6120,chain
1,628,45,37,6121,chain
1,736,49,36,6122,chain
1,781,49,37,6123,chain
1,708,45,42,6124,chain
1,782,42,32,6125,chain
1,664,33,41,6126,chain
1,716,47,43,6127,chain
1,690,38,41,6128,chain
1,773,51,50,6129,chain
1,590,40,37,6130,chain
1,681,44,32,6131,chain
1,720,41,48,6132,chain
1,624,40,40,6133,chain
1,659,43,39,6134,chain
1,674,52,46,6135,chain
1,690,45,35,6136,chain
1,674,39,36,6137,chain
1,666,39,46,6138,chain
1,668,40,34,6139,chain
1,728,53,44,6140,chain
1,684,41,32,6141,chain
1,692,38,41,6142,chain
1,752,44,48,6143,chain
1,754,44,47,6144,chain
1,607,47,40,6145,chain
1,759,38,39,6146,chain
1,789,45,42,6147,chain
1,726,47,32,6148,chain
1,693,37,41,6149,chain
1,709,41,32,6150,chain
1,744,46,44,6151,chain
1,690,35,34,6152,chain
1,683,48,43,6153,chain
1,627,43,29,6154,chain
1,624,57,37,6155,chain
1,639,41,41,6156,chain
1,722,45,38,6157,chain
1,720,39,37,6158,chain
1,661,43,51,6159,chain
1,760,48,41,6160,chain
1,666,53,37,6161,chain
1,733,44,43,6162,chain
1,660,41,41,6163,chain
1,623,45,33,6164,chain
1,740,49,41,6165,chain
1,659,40,38,6166,chain
1,593,37,37,6167,chain
1,778,41,52,6168,chain
1,725,45,41,6169,chain
1,612,50,44,6170,chain
1,674,43,31,6171,chain
1,640,46,39,6172,chain
1,604,36,42,6173,chain
1,673,35,41,6174,chain
1,832,53,44,6175,chain
1,587,36,27,6176,chain
1,591,35,38,6177,chain
1,662,50,37,6178,chain
1,613,40,39,6179,chain
1,772,47,44,6180,chain
1,621,45,38,6181,chain
1,610,36,36,6182,chain
1,657,43,36,6183,chain
1,741,42,38,6184,chain
1,726,43,47,6185,chain
1,626,41,38,6186,chain
1,657,46,43,6187,chain
1,693,46,41,6188,chain
1,728,40,42,6189,chain
1,743,45,36,6190,chain
1,676,40,35,6191,chain
1,803,45,38,6192,chain
1,646,42,46,6193,chain
1,653,46,37,6194,chain
1,725,38,37,6195,chain
1,733,50,42,6196,chain
1,820,44,45,6197,chain
1,688,36,36,6198,chain
1,741,38,47,6199,chain
1,671,48,47,6200,chain
1,656,38,30,6201,chain
1,718,48,48,6202,chain
1,804,47,38,6203,chain
1,674,39,40,6204,chain
1,764,53,41,6205,chain
1,603,33,28,6206,chain
1,764,47,38,6207,chain
1,619,48,42,6208,chain
1,652,43,47,6209,chain
1,765,41,48,6210,chain
1,727,49,50,6211,chain
1,689,52,44,6212,chain
1,683,39,35,6213,chain
1,770,44,40,6214,chain
1,647,47,32,6215,chain
1,690,37,33,6216,chain
1,752,40,42,6217,chain
1,697,50,50,6218,chain
1,660,48,41,6219,chain
1,739,43,49,6220,chain
1,683,45,38,6221,chain
1,680,50,42,6222,chain
1,747,45,43,6223,chain
1,649,47,34,6224,chain
1,645,43,43,6225,chain
1,628,43,46,6226,chain
1,669,52,38,6227,chain
1,636,45,45,6228,chain
1,666,46,46,6229,chain
1,688,40,35,6230,chain
1,671,40,34,6231,chain
1,646,50,40,6232,chain
1,728,58,37,6233,chain
1,684,50,35,6234,chain
1,661,42,42,6235,chain
1,568,44,34,6236,chain
1,715,40,36,6237,chain
1,793,38,47,6238,chain
1,685,37,42,6239,chain
1,732,46,49,6240,chain
1,868,52,50,6241,chain
1,703,49,40,6242,chain
1,629,44,32,6243,chain
1,587,41,37,6244,chain
1,791,44,45,6245,chain
1,564,46,37,6246,chain
1,566,36,37,6247,chain
1,623,45,41,6248,chain
1,763,51,36,6249,chain
1,719,47,42,6250,chain
1,601,49,33,6251,chain
1,742,44,48,6252,chain
1,683,38,42,6253,chain
1,606,48,34,6254,chain
1,766,52,43,6255,chain
1,779,48,50,6256,chain
1,775,41,48,6257,chain
1,781,42,44,6258,chain
1,593,36,33,6259,chain
1,567,40,36,6260,chain
1,803,38,41,6261,chain
1,635,39,39,6262,chain
1,685,46,41,6263,chain
1,650,43,43,6264,chain
1,627,40,31,6265,chain
1,628,39,43,6266,chain
1,648,53,40,6267,chain
1,642,52,44,6268,chain
1,778,46,41,6269,chain
1,648,46,43,6270,chain
1,674,41,40,6271,chain
1,667,42,43,6272,chain
1,699,46,39,6273,chain
1,624,40,40,6274,chain
1,756,40,44,6275,chain
1,733,52,44,6276,chain
1,722,42,36,6277,chain
1,785,52,41,6278,chain
1,754,38,47,6279,chain
1,864,56,46,6280,chain
1,674,42,37,6281,chain
1,643,40,38,6282,chain
1,689,48,39,6283,chain
1,745,47,53,6284,chain
1,715,42,34,6285,chain
1,728,40,44,6286,chain
1,657,46,38,6287,chain
1,653,48,42,6288,chain
1,709,50,41,6289,chain
1,689,41,32,6290,chain
1,658,53,28,6291,chain
1,740,42,39,6292,chain
1,674,51,41,6293,chain
1,816,42,41,6294,chain
1,679,53,53,6295,chain
1,759,39,37,6296,chain
1,682,42,46,6297,chain
1,661,54,39,6298,chain
1,709,40,46,6299,chain
1,709,51,42,6300,chain
1,630,46,40,6301,chain
1,585,45,36,6302,chain
1,724,38,34,6303,chain
1,763,40,51,6304,chain
1,647,43,46,6305,chain
1,702,46,42,6306,chain
1,685,45,42,6307,chain
1,704,51,38,6308,chain
1,700,42,39,6309,chain
1,806,52,40,6310,chain
1,695,45,39,6311,chain
1,722,31,38,6312,chain
1,651,35,40,6313,chain
1,808,60,36,6314,chain
1,685,46,31,6315,chain
1,771,47,43,6316,chain
1,739,36,44,6317,chain
1,722,42,34,6318,chain
1,676,40,44,6319,chain
1,733,39,38,6320,chain
1,572,50,29,6321,chain
1,735,40,37,6322,chain
1,758,45,46,6323,chain
1,694,44,39,6324,chain
1,675,34,44,6325,chain
1,570,45,37,6326,chain
1,714,44,34,6327,chain
1,645,38,39,6328,chain
1,594,47,42,6329,chain
1,651,49,38,6330,chain
1,563,42,30,6331,chain
1,683,47,41,6332,chain
1,637,45,36,6333,chain
1,697,38,41,6334,chain
1,780,44,49,6335,chain
1,737,43,38,6336,chain
1,754,54,36,6337,chain
1,574,35,36,6338,chain
1,744,49,34,6339,chain
1,748,39,41,6340,chain
1,687,43,38,6341,chain
1,799,45,37,6342,chain
1,801,43,44,6343,chain
1,649,40,44,6344,chain
1,540,37,37,6345,chain
1,642,51,45,6346,chain
1,704,46,35,6347,chain
1,691,50,36,6348,chain
1,634,45,42,6349,chain
1,721,40,36,6350,chain
1,755,58,41,6351,chain
1,751,45,35,6352,chain
1,616,39,37,6353,chain
1,761,47,44,6354,chain
1,764,47,47,6355,chain
1,602,40,36,6356,chain
1,656,45,41,6357,chain
1,745,43,41,6358,chain
1,723,48,40,6359,chain
1,712,49,45,6360,chain
1,520,34,37,6361,chain
1,704,45,44,6362,chain
1,762,52,44,6363,chain
1,676,42,39,6364,chain
1,675,48,38,6365,chain
1,598,43,37,6366,chain
1,781,39,40,6367,chain
1,670,42,35,6368,chain
1,629,51,37,6369,chain
1,721,41,39,6370,chain
1,765,40,39,6371,chain
1,850,46,50,6372,chain
1,703,46,37,6373,chain
1,692,44,27,6374,chain
1,770,40,48,6375,chain
1,799,48,46,6376,chain
1,589,40,32,6377,chain
1,696,43,41,6378,chain
1,652,29,30,6379,chain
1,655,47,44,6380,chain
1,644,40,32,6381,chain
1,686,51,38,6382,chain
1,837,42,50,6383,chain
1,588,36,33,6384,chain
1,652,41,34,6385,chain
1,680,43,40,6386,chain
1,712,38,43,6387,chain
1,686,38,36,6388,chain
1,669,43,41,6389,chain
1,625,41,43,6390,chain
1,742,43,38,6391,chain
1,634,35,37,6392,chain
1,686,39,45,6393,chain
1,744,49,40,6394,chain
1,736,40,36,6395,chain
1,618,36,44,6396,chain
1,740,41,47,6397,chain
1,709,43,41,6398,chain
1,780,50,44,6399,chain
1,748,48,41,6400,chain
1,799,52,50,6401,chain
1,574,49,43,6402,chain
1,648,46,36,6403,chain
1,645,33,36,6404,chain
1,715,41,39,6405,chain
1,673,36,36,6406,chain
1,597,44,34,6407,chain
1,642,36,36,6408,chain
1,651,39,41,6409,chain
1,731,45,45,6410,chain
1,634,46,49,6411,chain
1,665,43,37,6412,chain
1,694,41,47,6413,chain
1,528,40,30,6414,chain
1,545,39,28,6415,chain
1,699,42,37,6416,chain
1,636,42,27,6417,chain
1,737,43,50,6418,chain
1,593,44,32,6419,chain
1,634,51,36,6420,chain
1,681,37,31,6421,chain
1,635,44,43,6422,chain
1,658,41,38,6423,chain
